EPREUVE,FORMAT_EPREUVE,RANG,NOM_PRENOM,ANNEE_NAISSANCE,NATIONALITE,GENRE,STRUCTURE,TEMPS,DATE_FR,POINTS_FFN,POINTS_FINA
100 Nage Libre Messieurs,Séries,11,LEMARCHAND Antonn,2004,FRA,M,AMIENS METROPOLE NAT.,00:52.62,23/01/2022,1168,709
100 Nage Libre Messieurs,Séries,13,SAGNES Hugo,2001,FRA,M,AMIENS METROPOLE NAT.,00:53.29,23/01/2022,1145,682
100 Nage Libre Messieurs,Séries,14,DUBOIS Matthias,2004,FRA,M,AMIENS METROPOLE NAT.,00:53.34,23/01/2022,1144,680
100 Nage Libre Messieurs,Séries,15,DENHAM Michael,2001,FRA,M,ANGERS NATATION,00:53.51,23/01/2022,1138,674
100 Nage Libre Messieurs,Séries,16,DEBRIL Marin,2002,FRA,M,ANGERS NATATION,00:53.57,23/01/2022,1136,671
100 Nage Libre Messieurs,Séries,17,COFFIGNIEZ Louis,2005,FRA,M,AMIENS METROPOLE NAT.,00:53.64,23/01/2022,1134,669
100 Nage Libre Messieurs,Séries,18,DEY Grégoire,2002,FRA,M,CN COURRIÈRES,00:53.76,23/01/2022,1130,664
100 Nage Libre Messieurs,Séries,19,PIAZZA Romain,2005,FRA,M,AMIENS METROPOLE NAT.,00:55.23,23/01/2022,1081,613
100 Nage Libre Messieurs,Séries,20,LISSOIR Colin,2005,BEL,M,ARDENNES RIVES DE MEUSE NATATION,00:55.28,23/01/2022,1079,611
100 Nage Libre Messieurs,Séries,21,HERBULOT Rémi,2005,FRA,M,ANGERS NATATION,00:55.44,23/01/2022,1074,606
100 Nage Libre Messieurs,Séries,22,CHERI-ZECOTE Adrien,2003,FRA,M,AMIENS METROPOLE NAT.,00:56.01,23/01/2022,1055,587
100 Nage Libre Messieurs,Séries,23,HORTOPAN Matei-Florian,2006,ROU,M,AMIENS METROPOLE NAT.,00:56.09,23/01/2022,1053,585
100 Nage Libre Messieurs,Séries,24,MAULNY Maxence,2004,FRA,M,AMIENS METROPOLE NAT.,00:56.18,23/01/2022,1050,582
100 Nage Libre Messieurs,Séries,25,CABUT Nathan,2006,FRA,M,ARDENNES RIVES DE MEUSE NATATION,00:56.34,23/01/2022,1045,577
100 Nage Libre Messieurs,Séries,26,GAROUX Eliott,2006,FRA,M,AAS SARCELLES NATATION 95,00:56.72,23/01/2022,1032,566
100 Nage Libre Messieurs,Séries,27,DUVAUCHELLE Hugo,2007,FRA,M,AMIENS METROPOLE NAT.,00:56.79,23/01/2022,1030,564
100 Nage Libre Messieurs,Séries,28,SENECHAL Maxime,2006,FRA,M,AMIENS METROPOLE NAT.,00:56.87,23/01/2022,1028,561
100 Nage Libre Messieurs,Séries,29,DUPRE Baptiste,2005,FRA,M,MARCQ NATATION,00:57.24,23/01/2022,1016,550
100 Nage Libre Messieurs,Séries,30,BRICHET Enguerran,2003,FRA,M,STADE DE REIMS NATATION,00:57.99,23/01/2022,992,529
100 Nage Libre Messieurs,Séries,31,GHYS Rémi,2006,FRA,M,DAUPHINS ST-OMER,00:58.09,23/01/2022,989,527
100 Nage Libre Messieurs,Séries,32,ROGET Alexis,2005,FRA,M,STADE DE REIMS NATATION,00:58.29,23/01/2022,983,521
100 Nage Libre Messieurs,Séries,33,VATA Gjon,2002,BEL,M,DENAIN NAT. PORTE DU HAINAUT,00:58.31,23/01/2022,982,521
100 Nage Libre Messieurs,Séries,34,GASCOIN Sasha,2006,FRA,M,ANGERS NATATION,00:58.32,23/01/2022,982,520
100 Nage Libre Messieurs,Séries,35,BREMER Yanis,2005,FRA,M,MARCQ NATATION,00:58.56,23/01/2022,974,514
100 Nage Libre Messieurs,Séries,36,MAMERI Kevin,2005,FRA,M,ARDENNES RIVES DE MEUSE NATATION,00:58.95,23/01/2022,962,504
100 Nage Libre Messieurs,Séries,37,BUTEAUX Elie,2002,FRA,M,RACING CLUB ARRAS,00:58.97,23/01/2022,961,503
100 Nage Libre Messieurs,Séries,38,LEBON Ezoha,2006,FRA,M,PELICAN CLUB DE VALENCIENNES,00:59.00,23/01/2022,960,503
100 Nage Libre Messieurs,Séries,39,MARCHAND Adrien,2002,FRA,M,AMIENS METROPOLE NAT.,00:59.26,23/01/2022,952,496
100 Nage Libre Messieurs,Séries,40,CAUCHIE Hugo,2004,FRA,M,ARDENNES RIVES DE MEUSE NATATION,00:59.32,23/01/2022,951,495
100 Nage Libre Messieurs,Séries,41,FALLA Lucas,2005,FRA,M,AAS SARCELLES NATATION 95,00:59.41,23/01/2022,948,492
100 Nage Libre Messieurs,Séries,42,SCHERER Maxime,2007,FRA,M,AMIENS METROPOLE NAT.,00:59.73,23/01/2022,938,484
100 Nage Libre Messieurs,Séries,43,RUIN Evann,2005,FRA,M,AAE PÉRONNE,01:00.24,23/01/2022,922,102
100 Nage Libre Messieurs,Séries,44,DEFERNEZ Maxance,2000,FRA,M,CN COURRIÈRES,01:00.61,23/01/2022,911,101
200 Nage Libre Messieurs,Finale A,1,SALVAN Hadrien,1997,FRA,M,STADE DE VANVES,01:48.15,22/01/2022,1291,881
200 Nage Libre Messieurs,Finale A,1,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,01:53.81,22/01/2022,1192,787
200 Nage Libre Messieurs,Finale A,1,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,01:53.81,22/01/2022,1192,787
200 Nage Libre Messieurs,Finale A,2,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,01:54.63,22/01/2022,1178,774
200 Nage Libre Messieurs,Finale A,2,GROUSSET Maxime,1999,FRA,M,CS CLICHY 92,01:49.05,22/01/2022,1275,865
200 Nage Libre Messieurs,Finale A,2,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,01:54.63,22/01/2022,1178,774
200 Nage Libre Messieurs,Finale A,3,COFFIGNIEZ Louis,2005,FRA,M,AMIENS METROPOLE NAT.,01:59.53,22/01/2022,1095,705
200 Nage Libre Messieurs,Finale A,3,FUCHS Roman,1998,FRA,M,AMIENS METROPOLE NAT.,01:50.47,22/01/2022,1250,840
200 Nage Libre Messieurs,Finale A,4,SENECHAL Maxime,2006,FRA,M,AMIENS METROPOLE NAT.,02:00.37,22/01/2022,1081,356
200 Nage Libre Messieurs,Finale A,4,TESIC Enzo,2000,FRA,M,AMIENS METROPOLE NAT.,01:50.75,22/01/2022,1245,836
200 Nage Libre Messieurs,Finale A,5,LISSOIR Colin,2005,BEL,M,ARDENNES RIVES DE MEUSE NATATION,02:00.48,22/01/2022,1079,355
200 Nage Libre Messieurs,Finale A,5,TOMAC Mewen,2001,FRA,M,AMIENS METROPOLE NAT.,01:52.21,22/01/2022,1219,812
200 Nage Libre Messieurs,Finale A,6,TAYLAN Noyan,2002,FRA,M,CLAMART NATATION 92,01:53.44,22/01/2022,1198,793
200 Nage Libre Messieurs,Finale A,6,HERBULOT Rémi,2005,FRA,M,ANGERS NATATION,02:02.09,22/01/2022,1053,347
200 Nage Libre Messieurs,Finale A,7,GAROUX Eliott,2006,FRA,M,AAS SARCELLES NATATION 95,02:03.80,22/01/2022,1026,338
200 Nage Libre Messieurs,Finale A,7,DUTILLIEUX Jaz,2004,FRA,M,ASPTT TOULOUSE,01:53.71,22/01/2022,1193,788
200 Nage Libre Messieurs,Finale A,8,FALLA Lucas,2005,FRA,M,AAS SARCELLES NATATION 95,02:10.08,22/01/2022,928,309
200 Nage Libre Messieurs,Finale A,8,LEMARCHAND Antonn,2004,FRA,M,AMIENS METROPOLE NAT.,01:54.23,22/01/2022,1184,780
200 Nage Libre Messieurs,Finale B,1,MALLET Clement,2002,FRA,M,AMIENS METROPOLE NAT.,01:53.93,22/01/2022,1190,785
200 Nage Libre Messieurs,Finale B,2,DEBRIL Marin,2002,FRA,M,ANGERS NATATION,01:54.11,22/01/2022,1187,782
200 Nage Libre Messieurs,Finale B,3,SAGNES Hugo,2001,FRA,M,AMIENS METROPOLE NAT.,01:54.28,22/01/2022,1184,780
200 Nage Libre Messieurs,Finale B,4,LE PAPE Thomas,2003,FRA,M,AMIENS METROPOLE NAT.,01:54.51,22/01/2022,1180,776
200 Nage Libre Messieurs,Finale B,5,HUDAN Nathan,2003,FRA,M,AMIENS METROPOLE NAT.,01:55.91,22/01/2022,1156,756
200 Nage Libre Messieurs,Finale B,6,DENHAM Michael,2001,FRA,M,ANGERS NATATION,01:57.40,22/01/2022,1131,734
200 Nage Libre Messieurs,Finale B,7,GASCOIN Sasha,2006,FRA,M,ANGERS NATATION,02:05.66,22/01/2022,996,329
200 Nage Libre Messieurs,Finale B,8,DUVAUCHELLE Hugo,2007,FRA,M,AMIENS METROPOLE NAT.,02:07.58,22/01/2022,966,320
200 Nage Libre Messieurs,Séries,1,SALVAN Hadrien,1997,FRA,M,STADE DE VANVES,01:49.18,22/01/2022,1273,862
200 Nage Libre Messieurs,Séries,2,FUCHS Roman,1998,FRA,M,AMIENS METROPOLE NAT.,01:50.69,22/01/2022,1246,837
200 Nage Libre Messieurs,Séries,3,GROUSSET Maxime,1999,FRA,M,CS CLICHY 92,01:51.83,22/01/2022,1226,818
200 Nage Libre Messieurs,Séries,4,TOMAC Mewen,2001,FRA,M,AMIENS METROPOLE NAT.,01:52.90,22/01/2022,1207,801
200 Nage Libre Messieurs,Séries,5,DUTILLIEUX Jaz,2004,FRA,M,ASPTT TOULOUSE,01:53.09,22/01/2022,1204,798
200 Nage Libre Messieurs,Séries,6,TAYLAN Noyan,2002,FRA,M,CLAMART NATATION 92,01:53.83,22/01/2022,1191,787
200 Nage Libre Messieurs,Séries,7,LEMARCHAND Antonn,2004,FRA,M,AMIENS METROPOLE NAT.,01:54.95,22/01/2022,1172,770
200 Nage Libre Messieurs,Séries,8,TESIC Enzo,2000,FRA,M,AMIENS METROPOLE NAT.,01:55.21,22/01/2022,1168,766
200 Nage Libre Messieurs,Séries,9,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,01:55.45,22/01/2022,1164,762
200 Nage Libre Messieurs,Séries,9,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,01:55.45,22/01/2022,1164,762
200 Nage Libre Messieurs,Séries,10,HUDAN Nathan,2003,FRA,M,AMIENS METROPOLE NAT.,01:56.10,22/01/2022,1153,753
200 Nage Libre Messieurs,Séries,11,SAGNES Hugo,2001,FRA,M,AMIENS METROPOLE NAT.,01:56.26,22/01/2022,1150,750
200 Nage Libre Messieurs,Séries,12,LE PAPE Thomas,2003,FRA,M,AMIENS METROPOLE NAT.,01:56.69,22/01/2022,1143,744
200 Nage Libre Messieurs,Séries,13,DENHAM Michael,2001,FRA,M,ANGERS NATATION,01:57.23,22/01/2022,1133,737
200 Nage Libre Messieurs,Séries,14,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,01:57.42,22/01/2022,1130,734
200 Nage Libre Messieurs,Séries,14,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,01:57.42,22/01/2022,1130,734
200 Nage Libre Messieurs,Séries,15,DEBRIL Marin,2002,FRA,M,ANGERS NATATION,01:57.63,22/01/2022,1127,731
200 Nage Libre Messieurs,Séries,16,MALLET Clement,2002,FRA,M,AMIENS METROPOLE NAT.,01:57.72,22/01/2022,1125,730
200 Nage Libre Messieurs,Séries,17,LISSOIR Colin,2005,BEL,M,ARDENNES RIVES DE MEUSE NATATION,01:59.60,22/01/2022,1094,704
200 Nage Libre Messieurs,Séries,18,CABUT Nathan,2006,FRA,M,ARDENNES RIVES DE MEUSE NATATION,02:00.48,22/01/2022,1079,355
200 Nage Libre Messieurs,Séries,19,COFFIGNIEZ Louis,2005,FRA,M,AMIENS METROPOLE NAT.,02:00.57,22/01/2022,1078,355
200 Nage Libre Messieurs,Séries,20,DUBOIS Matthias,2004,FRA,M,AMIENS METROPOLE NAT.,02:02.05,22/01/2022,1054,347
200 Nage Libre Messieurs,Séries,21,GAROUX Eliott,2006,FRA,M,AAS SARCELLES NATATION 95,02:04.08,22/01/2022,1021,337
200 Nage Libre Messieurs,Séries,22,SENECHAL Maxime,2006,FRA,M,AMIENS METROPOLE NAT.,02:04.50,22/01/2022,1014,335
200 Nage Libre Messieurs,Séries,23,FALLA Lucas,2005,FRA,M,AAS SARCELLES NATATION 95,02:04.53,22/01/2022,1014,335
200 Nage Libre Messieurs,Séries,24,HERBULOT Rémi,2005,FRA,M,ANGERS NATATION,02:04.92,22/01/2022,1008,333
200 Nage Libre Messieurs,Séries,25,CLOUET Constant,2006,FRA,M,ANGERS NATATION,02:05.71,22/01/2022,995,329
200 Nage Libre Messieurs,Séries,26,GASCOIN Sasha,2006,FRA,M,ANGERS NATATION,02:06.40,22/01/2022,984,326
200 Nage Libre Messieurs,Séries,27,DUVAUCHELLE Hugo,2007,FRA,M,AMIENS METROPOLE NAT.,02:07.20,22/01/2022,972,322
200 Nage Libre Messieurs,Séries,28,RIBOUX Paul,2005,FRA,M,ANGERS NATATION,02:09.21,22/01/2022,941,313
200 Nage Libre Messieurs,Séries,29,BREMER Yanis,2005,FRA,M,MARCQ NATATION,02:09.84,22/01/2022,931,310
200 Nage Libre Messieurs,Séries,30,ROGET Alexis,2005,FRA,M,STADE DE REIMS NATATION,02:09.96,22/01/2022,929,309
200 Nage Libre Messieurs,Séries,31,MAULNY Maxence,2004,FRA,M,AMIENS METROPOLE NAT.,02:09.97,22/01/2022,929,309
200 Nage Libre Messieurs,Séries,32,CAUCHIE Hugo,2004,FRA,M,ARDENNES RIVES DE MEUSE NATATION,02:14.56,22/01/2022,861,290
200 Nage Libre Messieurs,Séries,33,LEFEVRE Romain,2005,FRA,M,SC ABBEVILLOIS NATATION TRIATHLON,02:15.69,22/01/2022,844,285
200 Nage Libre Messieurs,Séries,34,SCHERER Maxime,2007,FRA,M,AMIENS METROPOLE NAT.,02:15.78,22/01/2022,843,285
400 Nage Libre Messieurs,Finale A,1,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,04:07.95,21/01/2022,1136,579
400 Nage Libre Messieurs,Finale A,1,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,04:07.95,21/01/2022,1136,579
400 Nage Libre Messieurs,Finale A,1,SALVAN Hadrien,1997,FRA,M,STADE DE VANVES,03:55.31,21/01/2022,1244,877
400 Nage Libre Messieurs,Finale A,2,FALLA Lucas,2005,FRA,M,AAS SARCELLES NATATION 95,04:14.15,21/01/2022,1085,554
400 Nage Libre Messieurs,Finale A,2,TAYLAN Noyan,2002,FRA,M,CLAMART NATATION 92,03:58.65,21/01/2022,1215,852
400 Nage Libre Messieurs,Finale A,3,FUCHS Roman,1998,FRA,M,AMIENS METROPOLE NAT.,03:59.17,21/01/2022,1211,849
400 Nage Libre Messieurs,Finale A,3,LISSOIR Colin,2005,BEL,M,ARDENNES RIVES DE MEUSE NATATION,04:17.20,21/01/2022,1060,542
400 Nage Libre Messieurs,Finale A,4,GAROUX Eliott,2006,FRA,M,AAS SARCELLES NATATION 95,04:17.81,21/01/2022,1055,539
400 Nage Libre Messieurs,Finale A,4,DUTILLIEUX Jaz,2004,FRA,M,ASPTT TOULOUSE,04:02.26,21/01/2022,1184,604
400 Nage Libre Messieurs,Finale A,5,DEBRIL Marin,2002,FRA,M,ANGERS NATATION,04:03.23,21/01/2022,1176,600
400 Nage Libre Messieurs,Finale A,5,SENECHAL Maxime,2006,FRA,M,AMIENS METROPOLE NAT.,04:18.92,21/01/2022,1046,535
400 Nage Libre Messieurs,Finale A,6,LE PAPE Thomas,2003,FRA,M,AMIENS METROPOLE NAT.,04:03.71,21/01/2022,1172,598
400 Nage Libre Messieurs,Finale A,6,CLOUET Constant,2006,FRA,M,ANGERS NATATION,04:21.04,21/01/2022,1030,527
400 Nage Libre Messieurs,Finale A,7,HERBULOT Rémi,2005,FRA,M,ANGERS NATATION,04:27.76,21/01/2022,977,502
400 Nage Libre Messieurs,Finale A,7,SAGNES Hugo,2001,FRA,M,AMIENS METROPOLE NAT.,04:04.61,21/01/2022,1164,594
400 Nage Libre Messieurs,Finale A,8,GASCOIN Sasha,2006,FRA,M,ANGERS NATATION,04:28.47,21/01/2022,971,500
400 Nage Libre Messieurs,Finale A,8,LEMARCHAND Antonn,2004,FRA,M,AMIENS METROPOLE NAT.,04:04.95,21/01/2022,1161,592
400 Nage Libre Messieurs,Finale B,1,HUDAN Nathan,2003,FRA,M,AMIENS METROPOLE NAT.,04:12.84,21/01/2022,1096,559
400 Nage Libre Messieurs,Séries,1,TAYLAN Noyan,2002,FRA,M,CLAMART NATATION 92,03:55.93,21/01/2022,1239,872
400 Nage Libre Messieurs,Séries,2,SALVAN Hadrien,1997,FRA,M,STADE DE VANVES,03:56.60,21/01/2022,1233,867
400 Nage Libre Messieurs,Séries,3,FUCHS Roman,1998,FRA,M,AMIENS METROPOLE NAT.,03:57.61,21/01/2022,1224,860
400 Nage Libre Messieurs,Séries,4,DUTILLIEUX Jaz,2004,FRA,M,ASPTT TOULOUSE,04:01.23,21/01/2022,1193,609
400 Nage Libre Messieurs,Séries,5,DEBRIL Marin,2002,FRA,M,ANGERS NATATION,04:03.89,21/01/2022,1170,597
400 Nage Libre Messieurs,Séries,6,LEMARCHAND Antonn,2004,FRA,M,AMIENS METROPOLE NAT.,04:05.21,21/01/2022,1159,591
400 Nage Libre Messieurs,Séries,7,LE PAPE Thomas,2003,FRA,M,AMIENS METROPOLE NAT.,04:05.96,21/01/2022,1153,588
400 Nage Libre Messieurs,Séries,8,SAGNES Hugo,2001,FRA,M,AMIENS METROPOLE NAT.,04:08.40,21/01/2022,1132,577
400 Nage Libre Messieurs,Séries,9,DENHAM Michael,2001,FRA,M,ANGERS NATATION,04:09.12,21/01/2022,1126,574
400 Nage Libre Messieurs,Séries,10,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,04:10.86,21/01/2022,1112,567
400 Nage Libre Messieurs,Séries,10,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,04:10.86,21/01/2022,1112,567
400 Nage Libre Messieurs,Séries,11,HUDAN Nathan,2003,FRA,M,AMIENS METROPOLE NAT.,04:12.36,21/01/2022,1100,561
400 Nage Libre Messieurs,Séries,12,FALLA Lucas,2005,FRA,M,AAS SARCELLES NATATION 95,04:14.29,21/01/2022,1084,553
400 Nage Libre Messieurs,Séries,13,LISSOIR Colin,2005,BEL,M,ARDENNES RIVES DE MEUSE NATATION,04:17.11,21/01/2022,1061,542
400 Nage Libre Messieurs,Séries,14,CLOUET Constant,2006,FRA,M,ANGERS NATATION,04:22.22,21/01/2022,1020,523
400 Nage Libre Messieurs,Séries,15,GAROUX Eliott,2006,FRA,M,AAS SARCELLES NATATION 95,04:23.51,21/01/2022,1010,518
400 Nage Libre Messieurs,Séries,16,SENECHAL Maxime,2006,FRA,M,AMIENS METROPOLE NAT.,04:24.35,21/01/2022,1003,515
400 Nage Libre Messieurs,Séries,17,HERBULOT Rémi,2005,FRA,M,ANGERS NATATION,04:25.91,21/01/2022,991,509
400 Nage Libre Messieurs,Séries,18,GASCOIN Sasha,2006,FRA,M,ANGERS NATATION,04:31.43,21/01/2022,949,490
800 Nage Libre Messieurs,Séries,1,CABUT Nathan,2006,FRA,M,ARDENNES RIVES DE MEUSE NATATION,08:42.14,23/01/2022,1125,657
800 Nage Libre Messieurs,Séries,2,LISSOIR Colin,2005,BEL,M,ARDENNES RIVES DE MEUSE NATATION,08:49.70,23/01/2022,1095,640
800 Nage Libre Messieurs,Séries,3,GAROUX Eliott,2006,FRA,M,AAS SARCELLES NATATION 95,08:51.70,23/01/2022,1087,635
800 Nage Libre Messieurs,Séries,4,CLOUET Constant,2006,FRA,M,ANGERS NATATION,08:52.58,23/01/2022,1083,633
800 Nage Libre Messieurs,Séries,5,FALLA Lucas,2005,FRA,M,AAS SARCELLES NATATION 95,08:59.35,23/01/2022,1056,618
800 Nage Libre Messieurs,Séries,6,BREMER Yanis,2005,FRA,M,MARCQ NATATION,09:44.33,23/01/2022,885,466
1500 Nage Libre Messieurs,Séries,1,CLOUET Constant,2006,FRA,M,ANGERS NATATION,16:34.08,22/01/2022,1129,672
1500 Nage Libre Messieurs,Séries,2,FALLA Lucas,2005,FRA,M,AAS SARCELLES NATATION 95,16:44.17,22/01/2022,1108,659
50 Dos Messieurs,Finale A,1,NDOYE-BROUARD Yohann,2000,FRA,M,DAUPHINS D'ANNECY,00:24.91,22/01/2022,1297,872
50 Dos Messieurs,Finale A,2,TOMAC Mewen,2001,FRA,M,AMIENS METROPOLE NAT.,00:25.80,22/01/2022,1241,785
50 Dos Messieurs,Finale A,3,CHOUCHAOUI Mathys,2003,FRA,M,CN CHALON-SUR-SAONE,00:26.81,22/01/2022,1180,700
50 Dos Messieurs,Finale A,4,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:27.19,22/01/2022,1157,671
50 Dos Messieurs,Finale A,4,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:27.19,22/01/2022,1157,671
50 Dos Messieurs,Finale A,5,COMBIER Max,2004,FRA,M,AMIENS METROPOLE NAT.,00:27.34,22/01/2022,1148,660
50 Dos Messieurs,Finale A,6,PIAZZA Romain,2005,FRA,M,AMIENS METROPOLE NAT.,00:27.60,22/01/2022,1133,641
50 Dos Messieurs,Finale A,7,DEY Grégoire,2002,FRA,M,CN COURRIÈRES,00:28.01,22/01/2022,1108,613
50 Dos Messieurs,Finale A,8,COFFIGNIEZ Louis,2005,FRA,M,AMIENS METROPOLE NAT.,00:28.22,22/01/2022,1096,600
50 Dos Messieurs,1/2 Finale (1),2,TOMAC Mewen,2001,FRA,M,AMIENS METROPOLE NAT.,00:26.04,22/01/2022,1226,763
50 Dos Messieurs,1/2 Finale (1),4,COMBIER Max,2004,FRA,M,AMIENS METROPOLE NAT.,00:27.51,22/01/2022,1138,648
50 Dos Messieurs,1/2 Finale (1),7,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:28.14,22/01/2022,1101,605
50 Dos Messieurs,1/2 Finale (1),7,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:28.14,22/01/2022,1101,605
50 Dos Messieurs,1/2 Finale (1),8,DEY Grégoire,2002,FRA,M,CN COURRIÈRES,00:28.18,22/01/2022,1099,602
50 Dos Messieurs,1/2 Finale (1),10,DELALLEAU Lucas,2002,FRA,M,EA NOGENT-VILLERS,00:28.42,22/01/2022,1085,587
50 Dos Messieurs,1/2 Finale (1),11,LEFEBVRE Titouan,2006,FRA,M,JN COMPIÈGNE,00:28.57,22/01/2022,1076,578
50 Dos Messieurs,1/2 Finale (1),13,LEMARCHAND Antonn,2004,FRA,M,AMIENS METROPOLE NAT.,00:29.15,22/01/2022,1043,544
50 Dos Messieurs,1/2 Finale (1),14,BALHAUT Augustin,2003,BEL,M,ARDENNES RIVES DE MEUSE NATATION,00:29.29,22/01/2022,1035,537
50 Dos Messieurs,1/2 Finale (2),1,NDOYE-BROUARD Yohann,2000,FRA,M,DAUPHINS D'ANNECY,00:25.37,22/01/2022,1268,826
50 Dos Messieurs,1/2 Finale (2),3,CHOUCHAOUI Mathys,2003,FRA,M,CN CHALON-SUR-SAONE,00:27.15,22/01/2022,1159,674
50 Dos Messieurs,1/2 Finale (2),5,PIAZZA Romain,2005,FRA,M,AMIENS METROPOLE NAT.,00:27.68,22/01/2022,1128,636
50 Dos Messieurs,1/2 Finale (2),6,COFFIGNIEZ Louis,2005,FRA,M,AMIENS METROPOLE NAT.,00:28.03,22/01/2022,1107,612
50 Dos Messieurs,1/2 Finale (2),9,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,00:28.22,22/01/2022,1096,600
50 Dos Messieurs,1/2 Finale (2),9,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,00:28.22,22/01/2022,1096,600
50 Dos Messieurs,1/2 Finale (2),12,DUPRE Baptiste,2005,FRA,M,MARCQ NATATION,00:29.05,22/01/2022,1049,550
50 Dos Messieurs,1/2 Finale (2),15,MAGNIER Thomas,2005,FRA,M,ALBERT SPORT NATATION,00:29.36,22/01/2022,1031,533
50 Dos Messieurs,1/2 Finale (2),16,VATA Gjon,2002,BEL,M,DENAIN NAT. PORTE DU HAINAUT,00:29.37,22/01/2022,1031,532
50 Dos Messieurs,Séries,1,NDOYE-BROUARD Yohann,2000,FRA,M,DAUPHINS D'ANNECY,00:25.20,22/01/2022,1278,842
50 Dos Messieurs,Séries,2,TOMAC Mewen,2001,FRA,M,AMIENS METROPOLE NAT.,00:25.89,22/01/2022,1236,777
50 Dos Messieurs,Séries,3,CHOUCHAOUI Mathys,2003,FRA,M,CN CHALON-SUR-SAONE,00:27.34,22/01/2022,1148,660
50 Dos Messieurs,Séries,4,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:27.47,22/01/2022,1140,650
50 Dos Messieurs,Séries,4,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:27.47,22/01/2022,1140,650
50 Dos Messieurs,Séries,5,PIAZZA Romain,2005,FRA,M,AMIENS METROPOLE NAT.,00:27.60,22/01/2022,1133,641
50 Dos Messieurs,Séries,6,COMBIER Max,2004,FRA,M,AMIENS METROPOLE NAT.,00:27.73,22/01/2022,1125,632
50 Dos Messieurs,Séries,7,COFFIGNIEZ Louis,2005,FRA,M,AMIENS METROPOLE NAT.,00:27.98,22/01/2022,1110,615
50 Dos Messieurs,Séries,8,DEY Grégoire,2002,FRA,M,CN COURRIÈRES,00:28.28,22/01/2022,1093,596
50 Dos Messieurs,Séries,9,VATA Gjon,2002,BEL,M,DENAIN NAT. PORTE DU HAINAUT,00:28.62,22/01/2022,1073,575
50 Dos Messieurs,Séries,10,DELALLEAU Lucas,2002,FRA,M,EA NOGENT-VILLERS,00:28.65,22/01/2022,1071,573
50 Dos Messieurs,Séries,11,DUPRE Baptiste,2005,FRA,M,MARCQ NATATION,00:28.73,22/01/2022,1067,568
50 Dos Messieurs,Séries,12,LEMARCHAND Antonn,2004,FRA,M,AMIENS METROPOLE NAT.,00:28.97,22/01/2022,1053,554
50 Dos Messieurs,Séries,13,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,00:29.08,22/01/2022,1047,548
50 Dos Messieurs,Séries,13,LEFEBVRE Titouan,2006,FRA,M,JN COMPIÈGNE,00:29.08,22/01/2022,1047,548
50 Dos Messieurs,Séries,13,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,00:29.08,22/01/2022,1047,548
50 Dos Messieurs,Séries,15,MAGNIER Thomas,2005,FRA,M,ALBERT SPORT NATATION,00:29.58,22/01/2022,1019,521
50 Dos Messieurs,Séries,16,BALHAUT Augustin,2003,BEL,M,ARDENNES RIVES DE MEUSE NATATION,00:29.63,22/01/2022,1016,518
50 Dos Messieurs,Séries,17,DUVAUCHELLE Hugo,2007,FRA,M,AMIENS METROPOLE NAT.,00:30.01,22/01/2022,995,499
50 Dos Messieurs,Séries,18,BRICHET Enguerran,2003,FRA,M,STADE DE REIMS NATATION,00:30.22,22/01/2022,983,488
50 Dos Messieurs,Séries,19,MAULNY Maxence,2004,FRA,M,AMIENS METROPOLE NAT.,00:30.24,22/01/2022,982,488
50 Dos Messieurs,Séries,20,GHYS Rémi,2006,FRA,M,DAUPHINS ST-OMER,00:30.44,22/01/2022,971,478
50 Dos Messieurs,Séries,21,RIBOUX Paul,2005,FRA,M,ANGERS NATATION,00:30.81,22/01/2022,951,461
50 Dos Messieurs,Séries,22,GASCOIN Sasha,2006,FRA,M,ANGERS NATATION,00:30.89,22/01/2022,947,457
50 Dos Messieurs,Séries,23,ROUSSEAU Paul,2008,FRA,M,AMIENS METROPOLE NAT.,00:30.95,22/01/2022,944,455
